"mindex","n","predictors","rsquare","adjr","rmse","predrsq","cp","aic","sbic","sbc","msep","fpe","apc","hsp"
4192,7,"BMI Polio Diphtheria Incidents_HIV GDP_per_capita Thinness_five_nine_years Economy_status_Developed",0.80930293369441,0.808835538924053,4.1066060738398,0.808026293958085,390.619337416406,16237.0350449198,8107.47760574657,16290.6748156725,48434.4344993863,16.9586908319483,0.191765397209263,0.00592345083671562
4193,7,"Polio Incidents_HIV GDP_per_capita Population_mln Thinness_ten_nineteen_years Thinness_five_nine_years Schooling",0.809277275710349,0.808809818052777,4.10688233317408,0.808098409001189,391.055088447853,16237.4203655994,8107.86096785082,16291.0601363521,48440.9512747747,16.9609725965684,0.191791198935531,0.00592424782751414
4194,7,"Alcohol_consumption Polio Diphtheria Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Schooling",0.809262182482661,0.808794687831883,4.10704483317001,0.807944430761006,391.311417609084,16237.6470050516,8108.08645539704,16291.2867758044,48444.7847472136,16.9623148373641,0.191806376719117,0.00592471665482182
4195,7,"Hepatitis_B Polio Incidents_HIV GDP_per_capita Population_mln Thinness_ten_nineteen_years Schooling",0.809238397451832,0.80877084450441,4.10730089970172,0.80808202490915,391.715360167183,16238.0041239609,8108.44175937734,16291.6438947136,48450.8258182175,16.9644300402463,0.191830294999419,0.00592545546776477
4196,7,"BMI Polio Incidents_HIV Thinness_ten_nineteen_years Thinness_five_nine_years Schooling Economy_status_Developed",0.809234325605506,0.808766762678068,4.10734473506641,0.808045334744564,391.784512569502,16238.0652559878,8108.50258074042,16291.7050267405,48451.8600112336,16.9647921495555,0.191834389657209,0.00592558194785171
4197,7,"BMI Diphtheria Incidents_HIV Population_mln Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.809217608881173,0.808750004981372,4.10752469366161,0.808093384025468,392.068413668412,16238.3162162355,8108.75226570026,16291.9559869882,48456.1058295119,16.966278767914,0.191851200032658,0.00592610120437021
4198,7,"Polio Incidents_HIV GDP_per_capita Population_mln Thinness_five_nine_years Schooling Economy_status_Developed",0.809210344017368,0.808742722311528,4.10760289879162,0.808066699118136,392.191793271771,16238.4252733328,8108.8607686368,16292.0650440855,48457.9510050929,16.9669248322798,0.19185850559598,0.00592632686627691
4199,7,"Alcohol_consumption Measles Polio Incidents_HIV GDP_per_capita Thinness_five_nine_years Schooling",0.809154047882062,0.808686288195499,4.10820886747423,0.807855920205832,393.147873802817,16239.27022663,8109.70142896478,16292.9099973827,48472.249449903,16.9719312478067,0.191915117115797,0.00592807554231183
4200,7,"Hepatitis_B Measles Polio Diphtheria Incidents_HIV GDP_per_capita Schooling",0.809130840073889,0.808663023505443,4.10845864910155,0.807836034195626,393.542013355062,16239.618481968,8110.04791520519,16293.2582527207,48478.1439142837,16.9739951182758,0.191938454939703,0.00592879642550844
4201,7,"Alcohol_consumption Polio Diphtheria Incidents_HIV GDP_per_capita Thinness_five_nine_years Schooling",0.80910255611764,0.808634670225772,4.10876304390305,0.807785341158284,394.022361424494,16240.0428525129,8110.47013022423,16293.6826232656,48485.3276505249,16.9765104106126,0.191966897349488,0.0059296749845107
4202,7,"Alcohol_consumption Hepatitis_B Measles Polio Incidents_HIV GDP_per_capita Schooling",0.80909635876152,0.808628457680053,4.10882973746536,0.807818141035976,394.127611482922,16240.1358288224,8110.56263430816,16293.7755995751,48486.9016938223,16.9770615415159,0.19197312942469,0.00592986748738977
4203,7,"Measles Polio Diphtheria Incidents_HIV GDP_per_capita Schooling Economy_status_Developed",0.809094939923932,0.808627035364922,4.10884500629734,0.807789991106733,394.151707683981,16240.1571146173,8110.58381199445,16293.79688537,48487.2620590738,16.9771877187481,0.191974556210948,0.00592991155946106
4204,7,"Alcohol_consumption Hepatitis_B Polio Diphtheria Incidents_HIV GDP_per_capita Schooling",0.809070383702247,0.808602418956419,4.10910925928356,0.807777001117742,394.568747421107,16240.5254888031,8110.95031534136,16294.1652595558,48493.4990019581,16.9793715036359,0.191999250002502,0.00593067432720943
4205,7,"Alcohol_consumption Hepatitis_B BMI Polio Incidents_HIV Schooling Economy_status_Developed",0.809055516050005,0.808587514863853,4.10926924394021,0.807847482840998,394.821245621438,16240.7484992456,8111.17219328658,16294.3882699983,48497.275181333,16.9806936840063,0.192014200946913,0.00593113614767062
4206,7,"Measles Polio Diphtheria Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Schooling",0.809021013376526,0.808552927624998,4.10964048894254,0.807692649692793,395.407206526286,16241.2659623749,8111.68702888826,16294.9057331276,48506.0383863004,16.9837620068901,0.192048896912681,0.00593220787307286
4207,7,"Measles BMI Polio Incidents_HIV Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.809012980807386,0.808544875368188,4.10972691369756,0.807817437071524,395.543624113877,16241.3864195762,8111.80687449632,16295.0261903289,48508.0785484875,16.9844763432943,0.192056974482209,0.00593245738151741
4208,7,"Hepatitis_B Polio Incidents_HIV GDP_per_capita Population_mln Thinness_five_nine_years Schooling",0.808994485193102,0.808526334421517,4.10992590649803,0.807840485150284,395.85773620399,16241.6637623755,8112.0828092294,16295.3035331282,48512.7761803698,16.9861211583429,0.192075573713379,0.00593303189408871
4209,7,"Measles Polio Diphtheria Incidents_HIV GDP_per_capita Thinness_five_nine_years Schooling",0.808911763815207,0.808443410295146,4.11081578115043,0.80758604835596,397.262598162594,16242.903845624,8113.3165978995,16296.5436163768,48533.7862736922,16.9934775707938,0.192158758516361,0.00593560139358129
4210,7,"Measles BMI Polio Diphtheria Incidents_HIV GDP_per_capita Economy_status_Developed",0.808901101442689,0.808432721789363,4.11093046753478,0.807593445901585,397.443677853472,16243.0636471041,8113.47558839383,16296.7034178568,48536.4943698014,16.9944257756223,0.192169480622058,0.00593593258923434
4211,7,"Alcohol_consumption BMI Diphtheria Incidents_HIV Thinness_five_nine_years Schooling Economy_status_Developed",0.808896032264887,0.808427640187105,4.11098499139504,0.807674830262734,397.529767994099,16243.1396178856,8113.55117363932,16296.7793886384,48537.7818713083,16.9948765776236,0.192174578198615,0.00593609004852869
4212,7,"Hepatitis_B Polio Incidents_HIV GDP_per_capita Population_mln Schooling Economy_status_Developed",0.808855595839445,0.808387104652777,4.11141989797363,0.807719312167512,398.216502152673,16243.745558585,8114.15403960234,16297.3853293377,48548.0521677392,16.9984725890919,0.192215241158653,0.00593734608871199
4213,7,"BMI Diphtheria Incidents_HIV GDP_per_capita Population_mln Thinness_five_nine_years Economy_status_Developed",0.808848092432983,0.808379582855613,4.11150059442934,0.807702987647136,398.343932939819,16243.857983191,8114.26589378626,16297.4977539437,48549.9579298773,16.9991398670572,0.192222786601006,0.00593757916025393
4214,7,"Hepatitis_B BMI Diphtheria Incidents_HIV GDP_per_capita Population_mln Economy_status_Developed",0.808841385508169,0.808372859492258,4.11157272366893,0.807740940006953,398.457837032929,16243.958470264,8114.36587102093,16297.5982410167,48551.6613966211,16.9997363139064,0.192229531099628,0.00593778749140537
4215,7,"Measles BMI Diphtheria Incidents_HIV Population_mln Schooling Economy_status_Developed",0.808779698526991,0.808311021317498,4.11223607345182,0.807645138015898,399.50547061209,16244.8825354164,8115.28524842995,16298.5223061691,48567.3290422079,17.0052221373772,0.192291563666135,0.00593970361841955
4216,7,"Hepatitis_B BMI Polio Incidents_HIV Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.808743214405746,0.808274447774388,4.11262835440386,0.807573493925463,400.125082559256,16245.4289238255,8115.82886559292,16299.0686945782,48576.5955076808,17.0084666704183,0.192328252180216,0.00594083689174515
4217,7,"BMI Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Thinness_five_nine_years Economy_status_Developed",0.808664137088047,0.808195176639733,4.11347847328686,0.807368480343235,401.468057232197,16246.6128328316,8117.00677131563,16300.2526035843,48596.6800597859,17.0154990165821,0.192407772508099,0.0059432931990852
4218,7,"Hepatitis_B BMI Polio Diphtheria Incidents_HIV GDP_per_capita Economy_status_Developed",0.808663437891943,0.808194475729913,4.11348598919489,0.807424052226502,401.479931720182,16246.6232986897,8117.01718411284,16300.2630694424,48596.8576459887,17.0155611960943,0.192408475621268,0.00594331491758264
4219,7,"Alcohol_consumption Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Thinness_five_nine_years Schooling",0.808611528021732,0.808142438629629,4.11404394853273,0.807320627901456,402.361520056721,16247.4002004126,8117.79014744772,16301.0399711653,48610.0420397358,17.0201775410495,0.192460676303076,0.00594492734702422
4220,7,"Measles Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.808563530438391,0.808094323405152,4.11455978887169,0.807294087035033,403.17666579844,16248.1183619767,8118.50466914523,16301.7581327295,48622.2327663762,17.0244459663186,0.192508942780441,0.00594641825263021
4221,7,"Alcohol_consumption Hepatitis_B Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Schooling",0.808552277721473,0.808083043108045,4.11468071487992,0.807278397058145,403.367771342519,16248.2867041645,8118.67215822615,16301.9264749173,48625.0908018515,17.025446670477,0.192520258537791,0.00594676778561851
4222,7,"Alcohol_consumption BMI Diphtheria Incidents_HIV GDP_per_capita Population_mln Economy_status_Developed",0.808537073140577,0.80806780126102,4.11484410348789,0.807377484137636,403.625991621729,16248.5141510627,8118.89845255539,16302.1539218154,48628.9525564749,17.0267988139139,0.192535548298411,0.00594724007179036
4223,7,"Alcohol_consumption BMI Polio Incidents_HIV GDP_per_capita Thinness_five_nine_years Economy_status_Developed",0.808536138043356,0.808066863871894,4.11485415184203,0.807296100726158,403.641872432065,16248.5281386891,8118.91236930301,16302.1679094419,48629.19005832,17.0268819721133,0.192536488634272,0.00594726911787126
4224,7,"Measles Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Thinness_five_nine_years Schooling",0.808500646535454,0.808031285375001,4.11523551783414,0.807187905363267,404.244626769267,16249.0589869525,8119.44052782568,16302.6987577053,48638.2044136433,17.0300382320461,0.192572178974152,0.0059483715585446
4225,7,"Polio Diphtheria Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.808472963508651,0.808003534497643,4.1155329550219,0.807182498608625,404.714769219055,16249.4729750796,8119.85241859953,16303.1127458323,48645.2355220624,17.0325000837249,0.192600017087939,0.0059492314514179
4226,7,"Hepatitis_B Measles Polio Incidents_HIV GDP_per_capita Schooling Economy_status_Developed",0.808466287616426,0.807996842242937,4.11560468018287,0.80721686729595,404.828146283915,16249.5728013103,8119.95173912461,16303.212572063,48646.9311069551,17.0330937708459,0.19260673038012,0.00594943881863205
4227,7,"Measles Polio Incidents_HIV GDP_per_capita Thinness_five_nine_years Schooling Economy_status_Developed",0.808465926561373,0.807996480302945,4.11560855928892,0.807199944092083,404.834278102815,16249.5782001546,8119.95711061955,16303.2179709073,48647.0228099773,17.0331258794731,0.192607093457891,0.00594945003375925
4228,7,"Hepatitis_B Polio Diphtheria Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Schooling",0.808434215144338,0.807964691161849,4.11594924639336,0.807150201747112,405.372834937573,16250.0523402339,8120.42884896505,16303.6921109866,48655.077074162,17.0359459759107,0.192638982529923,0.0059504350568821
4229,7,"Alcohol_consumption BMI Diphtheria Incidents_HIV Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.808428173790157,0.807958635000427,4.11601414762602,0.807205067658094,405.475435606022,16250.1426599408,8120.5187111973,16303.7824306936,48656.6114951105,17.0364832335609,0.192645057729225,0.00595062271401375
4230,7,"Hepatitis_B Polio Diphtheria Incidents_HIV GDP_per_capita Schooling Economy_status_Developed",0.808409480264783,0.807939895657589,4.11621496248358,0.807143765347048,405.792908831673,16250.4221146278,8120.79675050147,16304.0618853805,48661.3593936904,17.0381456488436,0.192663855980232,0.00595120337411862
4231,7,"Hepatitis_B BMI Diphtheria Incidents_HIV Population_mln Schooling Economy_status_Developed",0.808403437205684,0.80793383778707,4.11627987784102,0.807289853598341,405.895538454849,16250.5124481596,8120.88662653505,16304.1522189123,48662.8942476648,17.0386830581123,0.192669932894004,0.00595139108420861
4232,7,"Alcohol_consumption Hepatitis_B Polio Incidents_HIV GDP_per_capita Thinness_five_nine_years Schooling",0.808382707664102,0.807913057437788,4.11650254959924,0.807110879806522,406.247589461839,16250.822298163,8121.19490737524,16304.4620689157,48668.1592663848,17.040526536324,0.192690778567472,0.00595203498724712
4233,7,"BMI Polio Diphtheria Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Economy_status_Developed",0.808378655439406,0.807908995281169,4.11654607621654,0.807084886671658,406.316408628884,16250.8828639328,8121.25516643941,16304.5226346855,48669.1884757766,17.0408869006817,0.192694853493707,0.0059521608578451
4234,7,"BMI Diphtheria Incidents_HIV GDP_per_capita Population_mln Thinness_ten_nineteen_years Economy_status_Developed",0.808375247692521,0.807905579181964,4.11658267987552,0.807226411560008,406.374282591871,16250.9337961518,8121.30584074116,16304.5735669045,48670.0539966599,17.0411899516251,0.19269828033161,0.00595226670961054
4235,7,"Hepatitis_B Measles Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Schooling",0.808374290280953,0.807904619423798,4.11659296366952,0.80709467500126,406.390542368063,16250.9481054717,8121.32007760029,16304.5878762244,48670.2971660425,17.0412750942395,0.192699243106829,0.00595229644882187
4236,7,"Polio Diphtheria Incidents_HIV GDP_per_capita Thinness_five_nine_years Schooling Economy_status_Developed",0.808372440905868,0.807902765515931,4.11661282819111,0.807083206361434,406.421950412398,16250.975745733,8121.34757789523,16304.6155164857,48670.7668819021,17.0414395591728,0.192701102842559,0.00595235389429079
4237,7,"Polio Diphtheria Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Thinness_five_nine_years Schooling",0.808348798804582,0.807879065468319,4.11686676446258,0.807035442119169,406.823465589765,16251.3290707026,8121.69911377114,16304.9688414553,48676.7716507658,17.0435420513301,0.192724877392591,0.00595308826754234
4238,7,"Hepatitis_B BMI Polio Diphtheria Incidents_HIV Schooling Economy_status_Developed",0.808346725399542,0.807876986981404,4.11688903384874,0.807119375325296,406.858678347819,16251.3600551153,8121.72994129968,16304.9998258681,48677.2982671557,17.0437264392482,0.192726962413346,0.00595315267185153
4239,7,"Hepatitis_B Polio Diphtheria Incidents_HIV GDP_per_capita Thinness_five_nine_years Schooling",0.80832533386676,0.807855543018394,4.1171187823611,0.807043531169424,407.221971989747,16251.6797049161,8122.04797268742,16305.3194756689,48682.7314225441,17.0456287883398,0.192748473786647,0.00595381713772511
4240,7,"Measles BMI Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Economy_status_Developed",0.80832036102585,0.807850557989149,4.11717218963795,0.807048490139751,407.306426035344,16251.7540080669,8122.12189965562,16305.3937788196,48683.9944558041,17.0460710231009,0.19275347448661,0.00595397160459353
4241,7,"Hepatitis_B Measles Polio Incidents_HIV GDP_per_capita Thinness_five_nine_years Schooling",0.80825924332246,0.807789290487466,4.11782852448604,0.806983865535962,408.344391536829,16252.6670586296,8123.03032824535,16306.3068293823,48699.5175126553,17.0515062206959,0.192814934586098,0.00595587004864567
4242,7,"Hepatitis_B BMI Polio Incidents_HIV GDP_per_capita Thinness_five_nine_years Economy_status_Developed",0.808239113248527,0.807769111075116,4.11804467575863,0.807043781228325,408.686261749967,16252.9677224352,8123.32947030792,16306.607493188,48704.6302748297,17.0532963882473,0.192835177433554,0.00595649533096171
4243,7,"Measles BMI Diphtheria Incidents_HIV Thinness_five_nine_years Schooling Economy_status_Developed",0.80806739703558,0.807596973989098,4.11988805689502,0.806863493774036,411.602528153914,16255.5312022956,8125.87998078627,16309.1709730483,48748.2438333893,17.0685671117179,0.193007855642092,0.00596182919668374
4244,7,"Hepatitis_B Measles BMI Polio Incidents_HIV GDP_per_capita Economy_status_Developed",0.808053286550302,0.807582828919298,4.1200394969069,0.806824304737593,411.842167343781,16255.741749872,8126.08946354773,16309.3815206247,48751.8277027595,17.0698219572273,0.193022045177707,0.00596226749795098
4245,7,"Alcohol_consumption BMI Polio Diphtheria Incidents_HIV GDP_per_capita Economy_status_Developed",0.808026506261178,0.80755598299221,4.12032689958944,0.806738509134407,412.296978547232,16256.1413055439,8126.48699869204,16309.7810762967,48758.6295282129,17.072203528441,0.193048975496463,0.00596309934989867
4246,7,"Measles BMI Polio Diphtheria Incidents_HIV Schooling Economy_status_Developed",0.808013350579012,0.807542795065725,4.12046807736724,0.806750114923019,412.520402260482,16256.3375648402,8126.68226559871,16309.9773355929,48761.9708907127,17.0733734633061,0.193062204879929,0.00596350799297873
4247,7,"Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Thinness_five_nine_years Schooling Economy_status_Developed",0.807906703571396,0.807435886668385,4.12161236157392,0.806642168155059,414.331594576295,16257.9280516175,8128.26471201763,16311.5678223702,48789.0577652251,17.082857582099,0.193169449349772,0.00596682067271068
4248,7,"Hepatitis_B BMI Diphtheria Incidents_HIV Thinness_five_nine_years Schooling Economy_status_Developed",0.807843271591742,0.807372299218193,4.12229281335673,0.806664310685963,415.408863565784,16258.8736296508,8129.20551155306,16312.5134004035,48805.168616447,17.0884985882909,0.193233236690657,0.00596879100303738
4249,7,"Alcohol_consumption Measles BMI Polio Incidents_HIV GDP_per_capita Economy_status_Developed",0.807832514897214,0.807361516159217,4.12240819215292,0.806574660438937,415.591545132837,16259.0339483195,8129.36502017125,16312.6737190722,48807.9006690509,17.0894551811762,0.193244053646779,0.0059691251285299
4250,7,"Hepatitis_B Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.807820231005299,0.807349202159724,4.12253994807254,0.806580689253381,415.800163181694,16259.2170174898,8129.54716438201,16312.8567882425,48811.0206088061,17.090547587731,0.193256406356016,0.00596950669197633
4251,7,"Hepatitis_B Polio Incidents_HIV GDP_per_capita Thinness_five_nine_years Schooling Economy_status_Developed",0.807714099643519,0.807242810672057,4.12367812820201,0.806477389922188,417.602598254382,16260.7982261755,8131.12038592538,16314.4379969282,48837.9765163618,17.0999858501378,0.193363132291251,0.00597280335466715
4252,7,"Hepatitis_B Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Thinness_five_nine_years Schooling",0.807680398937155,0.807209027365923,4.12403947757002,0.806405973852273,418.17493930518,16261.3001369537,8131.61976213296,16314.9399077065,48846.5360327013,17.1029828540829,0.19339702179709,0.00597385016928877
4253,7,"Alcohol_consumption BMI Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Economy_status_Developed",0.807499438841425,0.807027623740546,4.12597924633365,0.806243407165539,421.248195106572,16263.9937055515,8134.29973460514,16317.6334763042,48892.4974104689,17.1190756360845,0.193578995674869,0.00597947116939763
4254,7,"Alcohol_consumption Measles BMI Polio Incidents_HIV GDP_per_capita Population_mln",0.80741815444501,0.806946140117669,4.12685026285005,0.80618156079028,422.628652725353,16265.202789689,8135.50271901258,16318.8425604417,48913.1425302406,17.1263042577669,0.193660735446054,0.0059819960332316
4255,7,"Alcohol_consumption Measles BMI Diphtheria Incidents_HIV Schooling Economy_status_Developed",0.807412180860793,0.806940151892314,4.12691426653731,0.806154303138064,422.730102452578,16265.2916250609,8135.5911062973,16318.9313958136,48914.6597385496,17.1268354886341,0.193666742495729,0.00598218158528604
4256,7,"Hepatitis_B BMI Diphtheria Incidents_HIV Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.807402105948878,0.806930052286988,4.1270222114586,0.806221480752084,422.901205265973,16265.4414465456,8135.74017210469,16319.0812172983,48917.218627738,17.127731450589,0.193676873849728,0.00598249453318067
4257,7,"Measles BMI Diphtheria Incidents_HIV Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.807392109247855,0.806920031084246,4.12712931561991,0.806180481524157,423.070979819252,16265.5900972298,8135.88807304764,16319.2298679826,48919.7576524346,17.128620457249,0.193686926554678,0.00598280505168097
4258,7,"Alcohol_consumption Hepatitis_B BMI Diphtheria Incidents_HIV Schooling Economy_status_Developed",0.807332617583627,0.806860393607116,4.12776664889314,0.806098664136986,424.081330203323,16266.4745771826,8136.76809263137,16320.1143479353,48934.8677176816,17.1339110511751,0.19374675150554,0.00598465298754634
4259,7,"Alcohol_consumption BMI Polio Diphtheria Incidents_HIV GDP_per_capita Population_mln",0.807323264125681,0.806851017224028,4.12786684339078,0.806060387166562,424.240180522123,16266.613612929,8136.9064273292,16320.2533836818,48937.2433674755,17.1347428542258,0.193756157363811,0.00598494352556757
4260,7,"Hepatitis_B BMI Polio Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Economy_status_Developed",0.807321336904871,0.806849085279638,4.1278874875307,0.806107389911278,424.27291062491,16266.642259526,8136.93492948708,16320.2820302787,48937.7328550794,17.1349142419798,0.193758095381376,0.00598500338908796
4261,7,"BMI Diphtheria Incidents_HIV Thinness_ten_nineteen_years Thinness_five_nine_years Schooling Economy_status_Developed",0.807248604302317,0.806776174410901,4.12866651429875,0.806043903364803,425.508132632547,16267.7231621252,8138.01038289657,16321.3629328779,48956.2059367194,17.1413823526016,0.193831235449491,0.00598726261626855
4262,7,"Hepatitis_B Measles BMI Polio Incidents_HIV Schooling Economy_status_Developed",0.80706465137553,0.806591770619098,4.13063614769511,0.805845605657949,428.632215857356,16270.455126498,8140.72858174938,16324.0948972507,49002.9274524513,17.1577412870805,0.194016218924887,0.00599297657998703
4263,7,"Alcohol_consumption Hepatitis_B BMI Polio Incidents_HIV GDP_per_capita Economy_status_Developed",0.807017049381548,0.806544051953561,4.13114568208517,0.805805570126157,429.440643282053,16271.16166004,8141.43155697225,16324.8014307928,49015.0177048303,17.1619745325864,0.194064087596707,0.00599445519775785
4264,7,"Alcohol_consumption Measles Diphtheria Incidents_HIV GDP_per_capita Population_mln Schooling",0.806693927102553,0.806220137708197,4.13460274114292,0.805464369939105,434.928247687176,16275.9530072777,8146.19879176881,16329.5927780304,49097.0863237161,17.1907097980865,0.194389020084547,0.00600449205344186
4265,7,"Measles BMI Diphtheria Incidents_HIV GDP_per_capita Thinness_five_nine_years Economy_status_Developed",0.806371583214234,0.805897003761328,4.13804859455225,0.80510154526803,440.402632638309,16280.7248388633,8150.94664072403,16334.364609616,49178.957242066,17.2193758413009,0.194713169820981,0.00601450473067894
4266,7,"Alcohol_consumption Measles Diphtheria Incidents_HIV GDP_per_capita Schooling Economy_status_Developed",0.806292873171057,0.805818100801379,4.13888956845413,0.804974849590124,441.739369866727,16281.8888196571,8152.10477627688,16335.5285904098,49198.948511489,17.22637552574,0.19479232081678,0.006016949629702
4267,7,"Alcohol_consumption BMI Polio Incidents_HIV GDP_per_capita Population_mln Thinness_five_nine_years",0.806200070399904,0.805725070572453,4.13988089601723,0.804971219302321,443.315444711746,16283.2605992789,8153.46966954664,16336.9003700317,49222.5191401718,17.2346284765317,0.194885643491413,0.00601983227841332
4268,7,"Alcohol_consumption Hepatitis_B BMI Polio Incidents_HIV GDP_per_capita Population_mln",0.806172056557971,0.805696988069142,4.1401800957604,0.804976315540184,443.791205414087,16283.6745614783,8153.88155416153,16337.3143322311,49229.6342710884,17.2371197476014,0.194913814273637,0.00602070244709842
4269,7,"Measles Diphtheria Incidents_HIV GDP_per_capita Population_mln Thinness_ten_nineteen_years Schooling",0.806156939240235,0.805681833699157,4.14034154615954,0.804936358800879,444.047943697998,16283.8979261228,8154.10379788685,16337.5376968756,49233.4738620684,17.2384641307251,0.194929016282229,0.00602117202269351
4270,7,"Alcohol_consumption BMI Polio Incidents_HIV GDP_per_capita Population_mln Thinness_ten_nineteen_years",0.805945889100431,0.805470266279598,4.14259486887685,0.804709807685031,447.632220463105,16287.0144616596,8157.20470079334,16340.6542324123,49287.0776975676,17.2572328204607,0.195141248775757,0.00602772768268047
4271,7,"Measles Diphtheria Incidents_HIV GDP_per_capita Population_mln Thinness_five_nine_years Schooling",0.805930331814,0.805454670862563,4.14276092112642,0.804710957532799,447.89643076088,16287.2440588694,8157.43314686812,16340.8838296221,49291.0290345505,17.2586163300022,0.195156893217855,0.00602821092462599
4272,7,"Alcohol_consumption Diphtheria Incidents_HIV GDP_per_capita Population_mln Thinness_ten_nineteen_years Schooling",0.805900101416446,0.805424366370898,4.1430835692612,0.804672831468518,448.40983535589,16287.6901518462,8157.87700347015,16341.3299225989,49298.7071401375,17.2613047193717,0.195187292973378,0.00602914994417755
4273,7,"Alcohol_consumption Diphtheria Incidents_HIV GDP_per_capita Population_mln Schooling Economy_status_Developed",0.805852260869893,0.805376408568104,4.14359411865377,0.804624467213418,449.222314132725,16288.3959659334,8158.57927969817,16342.0357366861,49310.8579815915,17.2655591793586,0.195235401534197,0.00603063597189154
4274,7,"Hepatitis_B Measles Diphtheria Incidents_HIV GDP_per_capita Population_mln Schooling",0.805832457841935,0.805356557003312,4.14380543612323,0.804633751986446,449.5586301051,16288.6880784247,8158.86992819111,16342.3278491775,49315.8876785821,17.2673202627102,0.195255315503488,0.00603125109547366
4275,7,"Hepatitis_B Measles BMI Diphtheria Incidents_HIV Schooling Economy_status_Developed",0.805797225189721,0.805321237996559,4.14418137597335,0.804570131786434,450.156988281126,16289.2077181181,8159.38696386531,16342.8474888709,49324.8362881174,17.2704535026056,0.195290745537507,0.0060323454955464
4276,7,"Measles Diphtheria Incidents_HIV GDP_per_capita Population_mln Schooling Economy_status_Developed",0.805755663975475,0.805279574916592,4.14462479908123,0.804547457450671,450.8628247932,16289.8205753887,8159.99675046418,16343.4603461414,49335.3922654489,17.2741495415466,0.195332539587687,0.00603363647402903
4277,7,"Alcohol_consumption Hepatitis_B Measles Diphtheria Incidents_HIV GDP_per_capita Schooling",0.805734425344292,0.80525828422994,4.14485137905068,0.804423165391487,451.223521698419,16290.1337073738,8160.3083137271,16343.7734781265,49340.7865859324,17.2760382930985,0.195353897202799,0.00603429619045829
4278,7,"Alcohol_consumption Diphtheria Incidents_HIV GDP_per_capita Population_mln Thinness_five_nine_years Schooling",0.8056800405327,0.805203766122241,4.14543151577206,0.804452354462752,452.147142107978,16290.9353743826,8161.10596517861,16344.5751451354,49354.5995807825,17.2808747346003,0.195408586691206,0.00603598549676996
4279,7,"Hepatitis_B Measles BMI Diphtheria Incidents_HIV GDP_per_capita Economy_status_Developed",0.805672280609265,0.805195987179386,4.14551428624533,0.804437272853217,452.278929337743,16291.0497423407,8161.2197603389,16344.6895130934,49356.5704947068,17.2815648246208,0.195416390087602,0.00603622653626707
4280,7,"Alcohol_consumption Measles Diphtheria Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Schooling",0.805670391921835,0.805194093862819,4.1455344314972,0.804334426133805,452.311005025923,16291.0775776621,8161.24745625322,16344.7173484148,49357.0501953621,17.2817327856012,0.195418289355914,0.0060362852028599
4281,7,"Alcohol_consumption Measles Diphtheria Incidents_HIV GDP_per_capita Thinness_five_nine_years Schooling",0.805519887667019,0.805043220725026,4.14713943605611,0.804184949917012,454.867027514646,16293.2948278217,8163.45360524532,16346.9345985744,49395.276208027,17.2951171295545,0.195569636771822,0.00604096018067362
4282,7,"Measles BMI Diphtheria Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Economy_status_Developed",0.805197298894583,0.804719841293834,4.15057749019617,0.803902537300328,460.34557134693,16298.0414769099,8168.17651197532,16351.6812476626,49477.2093235776,17.3238049503143,0.195894032764271,0.00605098046452495
4283,7,"Alcohol_consumption Diphtheria Incidents_HIV GDP_per_capita Thinness_ten_nineteen_years Schooling Economy_status_Developed",0.805156981899152,0.804679425482238,4.15100697642868,0.803841156276741,461.030277218711,16298.6341582593,8168.76623096396,16352.2739290121,49487.4492864268,17.3273903408714,0.195934575625223,0.00605223279496164
